Energy Source,Unit,Quantity,CO2 Emission (tonnes),Carbon Footprint Value (kg CO2e)
Coal,kg,2050.38,4.96192,4961.92
Coal,kg,4192.76,10.146479,10146.48
Coal,kg,2204.15,5.334043,5334.04
Coal,kg,12.27,0.029693,29.69
Coal,kg,9150.87,22.145105,22145.11
Coal,kg,8440.36,20.425671,20425.67
Coal,kg,7425.5,17.96971,17969.71
Coal,kg,1686.47,4.081257,4081.26
Coal,kg,1212.43,2.934081,2934.08
Coal,kg,685.37,1.658595,1658.6
Coal,kg,7243.05,17.528181,17528.18
Coal,kg,9288.79,22.478872,22478.87
Coal,kg,4311.05,10.432741,10432.74
Coal,kg,1200.22,2.904532,2904.53
Coal,kg,5128.8,12.411696,12411.7
Coal,kg,3494.83,8.457489,8457.49
Coal,kg,3754.5,9.08589,9085.89
Coal,kg,6217.09,15.045358,15045.36
Coal,kg,7189.99,17.399776,17399.78
Coal,kg,1114.93,2.698131,2698.13
Coal,kg,365.55,0.884631,884.63
Coal,kg,9943.36,24.062931,24062.93
Coal,kg,2334.96,5.650603,5650.6
Coal,kg,547.77,1.325603,1325.6
Coal,kg,1906.85,4.614577,4614.58
Coal,kg,399.19,0.96604,966.04
Coal,kg,3924.19,9.49654,9496.54
Coal,kg,8025.99,19.422896,19422.9
Coal,kg,3419.03,8.274053,8274.05
Coal,kg,4447.39,10.762684,10762.68
Coal,kg,6759.11,16.357046,16357.05
Coal,kg,5093.85,12.327117,12327.12
Coal,kg,8615.84,20.850333,20850.33
Coal,kg,8661.7,20.961314,20961.31
Coal,kg,109.01,0.263804,263.8
Coal,kg,7782.68,18.834086,18834.09
Coal,kg,4612.73,11.162807,11162.81
Coal,kg,9888.52,23.930218,23930.22
Coal,kg,4837.49,11.706726,11706.73
Coal,kg,9869.09,23.883198,23883.2
Coal,kg,7548.15,18.266523,18266.52
Coal,kg,2493.56,6.034415,6034.42
Coal,kg,5388.57,13.040339,13040.34
Coal,kg,9921.44,24.009885,24009.88
Coal,kg,8576.73,20.755687,20755.69
Coal,kg,982.7,2.378134,2378.13
Coal,kg,7066.66,17.101317,17101.32
Coal,kg,3462.34,8.378863,8378.86
Coal,kg,79.75,0.192995,193.0
Coal,kg,4040.77,9.778663,9778.66
Coal,kg,2355.2,5.699584,5699.58
Coal,kg,8190.5,19.82101,19821.01
Coal,kg,3379.93,8.179431,8179.43
Coal,kg,8276.96,20.030243,20030.24
Coal,kg,15.97,0.038647,38.65
Coal,kg,3085.11,7.465966,7465.97
Coal,kg,2419.24,5.854561,5854.56
Coal,kg,2343.34,5.670883,5670.88
Coal,kg,691.18,1.672656,1672.66
Coal,kg,1879.37,4.548075,4548.08
Coal,kg,5559.94,13.455055,13455.05
Coal,kg,2920.7,7.068094,7068.09
Coal,kg,4179.77,10.115043,10115.04
Coal,kg,3774.9,9.135258,9135.26
Coal,kg,8760.29,21.199902,21199.9
Coal,kg,9053.94,21.910535,21910.53
Coal,kg,4934.64,11.941829,11941.83
Coal,kg,3308.26,8.005989,8005.99
Coal,kg,1076.94,2.606195,2606.19
Coal,kg,9534.49,23.073466,23073.47
Coal,kg,611.67,1.480241,1480.24
Coal,kg,2983.53,7.220143,7220.14
Coal,kg,2987.68,7.230186,7230.19
Coal,kg,3210.81,7.77016,7770.16
Coal,kg,1651.23,3.995977,3995.98
Coal,kg,7833.78,18.957748,18957.75
Coal,kg,1233.75,2.985675,2985.67
Coal,kg,6352.72,15.373582,15373.58
Coal,kg,1247.22,3.018272,3018.27
Coal,kg,714.65,1.729453,1729.45
Coal,kg,9095.2,22.010384,22010.38
Coal,kg,1909.39,4.620724,4620.72
Coal,kg,8214.29,19.878582,19878.58
Coal,kg,5450.86,13.191081,13191.08
Coal,kg,787.79,1.906452,1906.45
Coal,kg,9554.93,23.122931,23122.93
Coal,kg,2477.14,5.994679,5994.68
Coal,kg,8597.86,20.806821,20806.82
Coal,kg,1696.41,4.105312,4105.31
Coal,kg,8540.89,20.668954,20668.95
Coal,kg,142.16,0.344027,344.03
Coal,kg,5122.69,12.39691,12396.91
Coal,kg,7696.73,18.626087,18626.09
Coal,kg,9348.61,22.623636,22623.64
Coal,kg,9092.93,22.004891,22004.89
Coal,kg,8198.05,19.839281,19839.28
Coal,kg,8883.03,21.496933,21496.93
Coal,kg,2000.2,4.840484,4840.48
Coal,kg,2849.0,6.89458,6894.58
Coal,kg,2896.8,7.010256,7010.26
Coal,kg,3776.77,9.139783,9139.78
Coal,kg,3939.27,9.533033,9533.03
Coal,kg,5450.11,13.189266,13189.27
Coal,kg,1607.2,3.889424,3889.42
Coal,kg,6915.55,16.735631,16735.63
Coal,kg,1683.99,4.075256,4075.26
Coal,kg,3109.98,7.526152,7526.15
Coal,kg,5038.42,12.192976,12192.98
Coal,kg,7966.44,19.278785,19278.78
Coal,kg,7397.3,17.901466,17901.47
Coal,kg,6458.89,15.630514,15630.51
Coal,kg,1566.17,3.790131,3790.13
Coal,kg,5474.98,13.249452,13249.45
Coal,kg,883.59,2.138288,2138.29
Coal,kg,3779.86,9.147261,9147.26
Coal,kg,4141.03,10.021293,10021.29
Coal,kg,407.72,0.986682,986.68
Coal,kg,2747.14,6.648079,6648.08
Coal,kg,9556.94,23.127795,23127.79
Coal,kg,9536.79,23.079032,23079.03
Coal,kg,3529.75,8.541995,8542.0
Coal,kg,440.57,1.066179,1066.18
Coal,kg,1799.16,4.353967,4353.97
Coal,kg,3928.26,9.506389,9506.39
Coal,kg,9478.32,22.937534,22937.53
Coal,kg,1420.58,3.437804,3437.8
Coal,kg,7637.52,18.482798,18482.8
Coal,kg,1095.74,2.651691,2651.69
Coal,kg,9812.76,23.746879,23746.88
Coal,kg,3822.35,9.250087,9250.09
Coal,kg,7754.59,18.766108,18766.11
Coal,kg,3432.48,8.306602,8306.6
Coal,kg,6280.41,15.198592,15198.59
Coal,kg,1928.24,4.666341,4666.34
Coal,kg,1468.75,3.554375,3554.38
Coal,kg,9381.26,22.702649,22702.65
Coal,kg,9177.3,22.209066,22209.07
Coal,kg,8875.81,21.47946,21479.46
Coal,kg,6258.08,15.144554,15144.55
Coal,kg,8084.6,19.564732,19564.73
Coal,kg,699.68,1.693226,1693.23
Coal,kg,3354.54,8.117987,8117.99
Coal,kg,3143.89,7.608214,7608.21
Coal,kg,6360.1,15.391442,15391.44
Coal,kg,3566.02,8.629768,8629.77
Coal,kg,1493.58,3.614464,3614.46
Coal,kg,5968.71,14.444278,14444.28
Coal,kg,8145.7,19.712594,19712.59
Coal,kg,3827.41,9.262332,9262.33
Coal,kg,1331.36,3.221891,3221.89
Coal,kg,1974.92,4.779306,4779.31
Coal,kg,2382.46,5.765553,5765.55
Coal,kg,3005.98,7.274472,7274.47
Coal,kg,6431.52,15.564278,15564.28
Coal,kg,6013.45,14.552549,14552.55
Coal,kg,6963.84,16.852493,16852.49
Coal,kg,3631.39,8.787964,8787.96
Coal,kg,8241.74,19.945011,19945.01
Coal,kg,2048.84,4.958193,4958.19
Coal,kg,4695.72,11.363642,11363.64
Coal,kg,8011.38,19.38754,19387.54
Coal,kg,1809.78,4.379668,4379.67
Coal,kg,1107.53,2.680223,2680.22
Coal,kg,8838.0,21.38796,21387.96
Coal,kg,3435.87,8.314805,8314.81
Coal,kg,6841.86,16.557301,16557.3
Coal,kg,263.23,0.637017,637.02
Coal,kg,6903.57,16.706639,16706.64
Coal,kg,3167.85,7.666197,7666.2
Coal,kg,566.85,1.371777,1371.78
Coal,kg,6102.03,14.766913,14766.91
Coal,kg,2415.63,5.845825,5845.82
Coal,kg,3874.2,9.375564,9375.56
Coal,kg,815.0,1.9723,1972.3
Coal,kg,1480.16,3.581987,3581.99
Coal,kg,2986.79,7.228032,7228.03
Coal,kg,906.7,2.194214,2194.21
Coal,kg,9109.15,22.044143,22044.14
Coal,kg,70.41,0.170392,170.39
Coal,kg,4843.76,11.721899,11721.9
Coal,kg,1241.24,3.003801,3003.8
Coal,kg,3083.71,7.462578,7462.58
Coal,kg,9261.34,22.412443,22412.44
Coal,kg,1625.33,3.933299,3933.3
Coal,kg,9658.66,23.373957,23373.96
Coal,kg,2065.89,4.999454,4999.45
Coal,kg,7418.25,17.952165,17952.16
Coal,kg,5471.31,13.24057,13240.57
Coal,kg,8845.94,21.407175,21407.17
Coal,kg,5544.39,13.417424,13417.42
Coal,kg,5350.25,12.947605,12947.6
Coal,kg,1962.63,4.749565,4749.56
Coal,kg,1670.63,4.042925,4042.92
Coal,kg,9165.73,22.181067,22181.07
Coal,kg,3285.1,7.949942,7949.94
Coal,kg,3727.1,9.019582,9019.58
Coal,kg,7600.64,18.393549,18393.55
Coal,kg,3394.85,8.215537,8215.54
Coal,kg,9521.1,23.041062,23041.06
Coal,kg,7381.9,17.864198,17864.2
Coal,kg,5978.32,14.467534,14467.53
Coal,kg,8810.14,21.320539,21320.54
Coal,kg,505.56,1.223455,1223.46
Coal,kg,2578.06,6.238905,6238.91
Coal,kg,4655.71,11.266818,11266.82
Coal,kg,2277.52,5.511598,5511.6
Coal,kg,7441.61,18.008696,18008.7
Coal,kg,9192.89,22.246794,22246.79
Coal,kg,4243.46,10.269173,10269.17
Coal,kg,3427.9,8.295518,8295.52
Coal,kg,9615.89,23.270454,23270.45
Coal,kg,4454.08,10.778874,10778.87
Coal,kg,4895.59,11.847328,11847.33
Coal,kg,3522.98,8.525612,8525.61
Coal,kg,9096.39,22.013264,22013.26
Coal,kg,5693.87,13.779165,13779.17
Coal,kg,7624.12,18.45037,18450.37
Coal,kg,8119.95,19.650279,19650.28
Coal,kg,3425.07,8.288669,8288.67
Coal,kg,4342.61,10.509116,10509.12
Coal,kg,8486.23,20.536677,20536.68
Coal,kg,3638.92,8.806186,8806.19
Coal,kg,7941.41,19.218212,19218.21
Coal,kg,9410.51,22.773434,22773.43
Coal,kg,6235.87,15.090805,15090.81
Coal,kg,7418.86,17.953641,17953.64
Coal,kg,8052.92,19.488066,19488.07
Coal,kg,8451.95,20.453719,20453.72
Coal,kg,3956.58,9.574924,9574.92
Coal,kg,522.12,1.26353,1263.53
Coal,kg,4024.74,9.739871,9739.87
Coal,kg,6740.82,16.312784,16312.78
Coal,kg,4509.0,10.91178,10911.78
Coal,kg,7492.14,18.130979,18130.98
Coal,kg,3576.25,8.654525,8654.52
Coal,kg,6351.09,15.369638,15369.64
Coal,kg,1872.33,4.531039,4531.04
Coal,kg,7496.2,18.140804,18140.8
Coal,kg,5461.5,13.21683,13216.83
Coal,kg,2048.6,4.957612,4957.61
Coal,kg,2926.19,7.08138,7081.38
Coal,kg,7488.6,18.122412,18122.41
Coal,kg,4831.19,11.69148,11691.48
Coal,kg,2168.15,5.246923,5246.92
Coal,kg,9673.04,23.408757,23408.76
Coal,kg,7154.1,17.312922,17312.92
Coal,kg,9571.78,23.163708,23163.71
Coal,kg,4276.78,10.349808,10349.81
Coal,kg,4756.25,11.510125,11510.12
Coal,kg,8980.57,21.732979,21732.98
Coal,kg,5255.24,12.717681,12717.68
Coal,kg,7075.72,17.123242,17123.24
Coal,kg,2529.21,6.120688,6120.69
Coal,kg,4472.8,10.824176,10824.18
Coal,kg,1243.26,3.008689,3008.69
Coal,kg,2067.74,5.003931,5003.93
Coal,kg,19.42,0.046996,47.0
Coal,kg,402.26,0.973469,973.47
Coal,kg,9773.07,23.650829,23650.83
Coal,kg,2431.11,5.883286,5883.29
Coal,kg,6636.47,16.060257,16060.26
Coal,kg,8392.61,20.310116,20310.12
Coal,kg,5511.1,13.336862,13336.86
Coal,kg,1539.91,3.726582,3726.58
Coal,kg,7283.88,17.62699,17626.99
Coal,kg,6006.51,14.535754,14535.75
Coal,kg,7315.19,17.70276,17702.76
Coal,kg,7699.77,18.633443,18633.44
Coal,kg,9754.35,23.605527,23605.53
Coal,kg,5739.9,13.890558,13890.56
Coal,kg,3422.99,8.283636,8283.64
Coal,kg,6488.16,15.701347,15701.35
Coal,kg,693.72,1.678802,1678.8
Coal,kg,8975.0,21.7195,21719.5
Coal,kg,1202.62,2.91034,2910.34
Coal,kg,3285.15,7.950063,7950.06
Coal,kg,8159.3,19.745506,19745.51
Coal,kg,5977.15,14.464703,14464.7
Industrial Waste,kg,3942.42,5.91363,5913.63
Industrial Waste,kg,4739.62,7.10943,7109.43
Industrial Waste,kg,8546.93,12.820395,12820.4
Industrial Waste,kg,3406.64,5.10996,5109.96
Industrial Waste,kg,8697.8,13.0467,13046.7
Industrial Waste,kg,890.46,1.33569,1335.69
Industrial Waste,kg,7770.22,11.65533,11655.33
Industrial Waste,kg,8477.0,12.7155,12715.5
Industrial Waste,kg,1826.36,2.73954,2739.54
Industrial Waste,kg,4309.16,6.46374,6463.74
Industrial Waste,kg,1663.34,2.49501,2495.01
Industrial Waste,kg,7068.98,10.60347,10603.47
Industrial Waste,kg,5358.12,8.03718,8037.18
Industrial Waste,kg,6356.88,9.53532,9535.32
Industrial Waste,kg,1972.9,2.95935,2959.35
Industrial Waste,kg,2125.34,3.18801,3188.01
Industrial Waste,kg,424.56,0.63684,636.84
Industrial Waste,kg,3227.45,4.841175,4841.18
Industrial Waste,kg,5601.85,8.402775,8402.77
Industrial Waste,kg,8580.77,12.871155,12871.16
Industrial Waste,kg,6672.61,10.008915,10008.92
Industrial Waste,kg,4359.61,6.539415,6539.41
Industrial Waste,kg,9531.67,14.297505,14297.51
Industrial Waste,kg,7195.26,10.79289,10792.89
Industrial Waste,kg,9302.35,13.953525,13953.53
Industrial Waste,kg,5280.6,7.9209,7920.9
Industrial Waste,kg,2596.45,3.894675,3894.67
Industrial Waste,kg,537.74,0.80661,806.61
Industrial Waste,kg,7263.59,10.895385,10895.39
Industrial Waste,kg,1221.82,1.83273,1832.73
Industrial Waste,kg,3034.72,4.55208,4552.08
Industrial Waste,kg,5329.38,7.99407,7994.07
Industrial Waste,kg,5648.52,8.47278,8472.78
Industrial Waste,kg,6009.83,9.014745,9014.74
Industrial Waste,kg,1670.89,2.506335,2506.34
Industrial Waste,kg,3803.58,5.70537,5705.37
Industrial Waste,kg,6175.77,9.263655,9263.66
Industrial Waste,kg,9698.49,14.547735,14547.73
Industrial Waste,kg,7279.04,10.91856,10918.56
Industrial Waste,kg,9226.81,13.840215,13840.21
Industrial Waste,kg,7624.5,11.43675,11436.75
Industrial Waste,kg,5921.25,8.881875,8881.88
Industrial Waste,kg,1928.31,2.892465,2892.47
Industrial Waste,kg,6670.19,10.005285,10005.28
Industrial Waste,kg,6237.56,9.35634,9356.34
Industrial Waste,kg,6028.67,9.043005,9043.01
Industrial Waste,kg,4902.96,7.35444,7354.44
Industrial Waste,kg,5291.28,7.93692,7936.92
Industrial Waste,kg,3351.08,5.02662,5026.62
Industrial Waste,kg,5197.93,7.796895,7796.9
Industrial Waste,kg,1983.58,2.97537,2975.37
Industrial Waste,kg,8053.69,12.080535,12080.53
Industrial Waste,kg,1865.91,2.798865,2798.87
Industrial Waste,kg,858.81,1.288215,1288.21
Industrial Waste,kg,4368.1,6.55215,6552.15
Industrial Waste,kg,6586.49,9.879735,9879.74
Industrial Waste,kg,4382.79,6.574185,6574.18
Industrial Waste,kg,2774.77,4.162155,4162.16
Industrial Waste,kg,5586.13,8.379195,8379.2
Industrial Waste,kg,3476.55,5.214825,5214.82
Industrial Waste,kg,9329.35,13.994025,13994.03
Industrial Waste,kg,9227.22,13.84083,13840.83
Industrial Waste,kg,5028.69,7.543035,7543.03
Industrial Waste,kg,3285.56,4.92834,4928.34
Industrial Waste,kg,7373.95,11.060925,11060.92
Industrial Waste,kg,376.76,0.56514,565.14
Industrial Waste,kg,4752.94,7.12941,7129.41
Industrial Waste,kg,3369.87,5.054805,5054.81
Industrial Waste,kg,9206.15,13.809225,13809.23
Industrial Waste,kg,129.91,0.194865,194.87
Industrial Waste,kg,5532.62,8.29893,8298.93
Industrial Waste,kg,7409.23,11.113845,11113.84
Industrial Waste,kg,4855.33,7.282995,7282.99
Industrial Waste,kg,863.18,1.29477,1294.77
Industrial Waste,kg,9724.89,14.587335,14587.33
Industrial Waste,kg,5184.92,7.77738,7777.38
Industrial Waste,kg,6145.72,9.21858,9218.58
Industrial Waste,kg,2373.73,3.560595,3560.6
Industrial Waste,kg,4840.15,7.260225,7260.22
Industrial Waste,kg,4297.2,6.4458,6445.8
Industrial Waste,kg,758.21,1.137315,1137.32
Industrial Waste,kg,1070.54,1.60581,1605.81
Industrial Waste,kg,8376.35,12.564525,12564.53
Industrial Waste,kg,2405.8,3.6087,3608.7
Industrial Waste,kg,1957.63,2.936445,2936.45
Industrial Waste,kg,5054.07,7.581105,7581.1
Industrial Waste,kg,7689.78,11.53467,11534.67
Industrial Waste,kg,628.85,0.943275,943.28
Industrial Waste,kg,5772.31,8.658465,8658.47
Industrial Waste,kg,1200.91,1.801365,1801.37
Industrial Waste,kg,374.25,0.561375,561.38
Industrial Waste,kg,536.91,0.805365,805.37
Industrial Waste,kg,8343.3,12.51495,12514.95
Industrial Waste,kg,1188.55,1.782825,1782.82
Industrial Waste,kg,461.06,0.69159,691.59
Industrial Waste,kg,4384.62,6.57693,6576.93
Industrial Waste,kg,8441.49,12.662235,12662.24
Industrial Waste,kg,2631.46,3.94719,3947.19
Industrial Waste,kg,4222.91,6.334365,6334.36
Industrial Waste,kg,408.83,0.613245,613.25
Industrial Waste,kg,4496.29,6.744435,6744.44
Industrial Waste,kg,5780.35,8.670525,8670.53
Industrial Waste,kg,5713.36,8.57004,8570.04
Industrial Waste,kg,3330.94,4.99641,4996.41
Industrial Waste,kg,3162.18,4.74327,4743.27
Industrial Waste,kg,1075.17,1.612755,1612.76
Industrial Waste,kg,3674.32,5.51148,5511.48
Industrial Waste,kg,1003.95,1.505925,1505.93
Industrial Waste,kg,7668.29,11.502435,11502.43
Industrial Waste,kg,9663.08,14.49462,14494.62
Industrial Waste,kg,9701.04,14.55156,14551.56
Industrial Waste,kg,8652.06,12.97809,12978.09
Industrial Waste,kg,6011.91,9.017865,9017.86
Industrial Waste,kg,7011.65,10.517475,10517.47
Industrial Waste,kg,2859.21,4.288815,4288.82
Industrial Waste,kg,6311.4,9.4671,9467.1
Industrial Waste,kg,4561.94,6.84291,6842.91
Industrial Waste,kg,4825.35,7.238025,7238.03
Industrial Waste,kg,7580.19,11.370285,11370.28
Industrial Waste,kg,2826.36,4.23954,4239.54
Industrial Waste,kg,3187.22,4.78083,4780.83
Industrial Waste,kg,9247.17,13.870755,13870.76
Industrial Waste,kg,571.68,0.85752,857.52
Industrial Waste,kg,4861.49,7.292235,7292.23
Industrial Waste,kg,9128.88,13.69332,13693.32
Industrial Waste,kg,6107.53,9.161295,9161.29
Industrial Waste,kg,5468.61,8.202915,8202.91
Industrial Waste,kg,2504.94,3.75741,3757.41
Industrial Waste,kg,3439.32,5.15898,5158.98
Industrial Waste,kg,8521.96,12.78294,12782.94
Industrial Waste,kg,5596.59,8.394885,8394.89
Industrial Waste,kg,5152.27,7.728405,7728.41
Industrial Waste,kg,1004.8,1.5072,1507.2
Industrial Waste,kg,170.12,0.25518,255.18
Industrial Waste,kg,9637.22,14.45583,14455.83
Industrial Waste,kg,3776.09,5.664135,5664.14
Industrial Waste,kg,6036.1,9.05415,9054.15
Industrial Waste,kg,806.35,1.209525,1209.52
Industrial Waste,kg,6834.31,10.251465,10251.47
Industrial Waste,kg,9326.34,13.98951,13989.51
Industrial Waste,kg,5760.9,8.64135,8641.35
Industrial Waste,kg,1269.89,1.904835,1904.84
Industrial Waste,kg,5821.4,8.7321,8732.1
Industrial Waste,kg,7665.81,11.498715,11498.72
Industrial Waste,kg,4070.1,6.10515,6105.15
Industrial Waste,kg,8799.58,13.19937,13199.37
Industrial Waste,kg,6490.34,9.73551,9735.51
Industrial Waste,kg,8993.5,13.49025,13490.25
Industrial Waste,kg,6238.82,9.35823,9358.23
Industrial Waste,kg,1321.57,1.982355,1982.35
Industrial Waste,kg,3103.82,4.65573,4655.73
Industrial Waste,kg,2025.93,3.038895,3038.89
Industrial Waste,kg,9089.18,13.63377,13633.77
Industrial Waste,kg,7606.4,11.4096,11409.6
Industrial Waste,kg,6767.22,10.15083,10150.83
Industrial Waste,kg,3016.65,4.524975,4524.98
Industrial Waste,kg,1848.61,2.772915,2772.91
Industrial Waste,kg,7566.95,11.350425,11350.42
Industrial Waste,kg,4746.84,7.12026,7120.26
Industrial Waste,kg,2265.64,3.39846,3398.46
Industrial Waste,kg,6170.05,9.255075,9255.07
Industrial Waste,kg,412.94,0.61941,619.41
Industrial Waste,kg,3268.44,4.90266,4902.66
Industrial Waste,kg,4690.88,7.03632,7036.32
Industrial Waste,kg,1488.1,2.23215,2232.15
Industrial Waste,kg,9846.7,14.77005,14770.05
Industrial Waste,kg,2098.88,3.14832,3148.32
Industrial Waste,kg,1312.23,1.968345,1968.35
Industrial Waste,kg,2043.31,3.064965,3064.97
Industrial Waste,kg,7692.92,11.53938,11539.38
Industrial Waste,kg,4260.8,6.3912,6391.2
Industrial Waste,kg,5658.51,8.487765,8487.77
Industrial Waste,kg,219.88,0.32982,329.82
Industrial Waste,kg,353.97,0.530955,530.96
Industrial Waste,kg,4463.8,6.6957,6695.7
Industrial Waste,kg,8168.39,12.252585,12252.59
Industrial Waste,kg,8853.54,13.28031,13280.31
Industrial Waste,kg,876.2,1.3143,1314.3
Industrial Waste,kg,5388.25,8.082375,8082.38
Industrial Waste,kg,9133.16,13.69974,13699.74
Industrial Waste,kg,3885.85,5.828775,5828.78
Industrial Waste,kg,8297.36,12.44604,12446.04
Industrial Waste,kg,1345.62,2.01843,2018.43
Industrial Waste,kg,9354.59,14.031885,14031.89
Industrial Waste,kg,7516.72,11.27508,11275.08
Industrial Waste,kg,9413.93,14.120895,14120.9
Industrial Waste,kg,6769.41,10.154115,10154.11
Industrial Waste,kg,3640.41,5.460615,5460.61
Industrial Waste,kg,9382.43,14.073645,14073.65
Industrial Waste,kg,2762.91,4.144365,4144.36
Industrial Waste,kg,3328.4,4.9926,4992.6
Industrial Waste,kg,7011.08,10.51662,10516.62
Industrial Waste,kg,7655.51,11.483265,11483.27
Industrial Waste,kg,9294.74,13.94211,13942.11
Industrial Waste,kg,2055.98,3.08397,3083.97
Industrial Waste,kg,7982.0,11.973,11973.0
Industrial Waste,kg,7388.08,11.08212,11082.12
Industrial Waste,kg,647.31,0.970965,970.96
Industrial Waste,kg,3878.36,5.81754,5817.54
Industrial Waste,kg,2834.83,4.252245,4252.24
Industrial Waste,kg,3051.86,4.57779,4577.79
Industrial Waste,kg,9829.64,14.74446,14744.46
Industrial Waste,kg,6431.35,9.647025,9647.03
Industrial Waste,kg,7179.58,10.76937,10769.37
Industrial Waste,kg,9766.41,14.649615,14649.62
Industrial Waste,kg,3778.25,5.667375,5667.38
Industrial Waste,kg,8020.38,12.03057,12030.57
Industrial Waste,kg,4350.96,6.52644,6526.44
Industrial Waste,kg,8696.64,13.04496,13044.96
Industrial Waste,kg,1814.77,2.722155,2722.15
Industrial Waste,kg,9477.38,14.21607,14216.07
Industrial Waste,kg,2195.53,3.293295,3293.3
Industrial Waste,kg,3268.94,4.90341,4903.41
Industrial Waste,kg,7564.36,11.34654,11346.54
Industrial Waste,kg,3943.61,5.915415,5915.41
Industrial Waste,kg,6086.03,9.129045,9129.05
Industrial Waste,kg,4451.29,6.676935,6676.94
Industrial Waste,kg,7426.28,11.13942,11139.42
Industrial Waste,kg,2291.03,3.436545,3436.55
Industrial Waste,kg,594.0,0.891,891.0
Industrial Waste,kg,3006.29,4.509435,4509.43
Industrial Waste,kg,4748.34,7.12251,7122.51
Industrial Waste,kg,1688.52,2.53278,2532.78
Industrial Waste,kg,3554.42,5.33163,5331.63
Industrial Waste,kg,4005.83,6.008745,6008.74
Industrial Waste,kg,583.34,0.87501,875.01
Industrial Waste,kg,5837.24,8.75586,8755.86
Industrial Waste,kg,8844.59,13.266885,13266.89
Industrial Waste,kg,1525.91,2.288865,2288.87
Industrial Waste,kg,5982.1,8.97315,8973.15
Industrial Waste,kg,6650.74,9.97611,9976.11
Industrial Waste,kg,4199.15,6.298725,6298.72
Industrial Waste,kg,7013.96,10.52094,10520.94
Industrial Waste,kg,4113.21,6.169815,6169.81
Industrial Waste,kg,5051.33,7.576995,7576.99
Industrial Waste,kg,83.46,0.12519,125.19
Industrial Waste,kg,6920.28,10.38042,10380.42
Industrial Waste,kg,6616.81,9.925215,9925.22
Industrial Waste,kg,393.62,0.59043,590.43
Industrial Waste,kg,3688.82,5.53323,5533.23
Industrial Waste,kg,9790.53,14.685795,14685.8
Industrial Waste,kg,4213.16,6.31974,6319.74
Industrial Waste,kg,5024.43,7.536645,7536.65
Industrial Waste,kg,9100.2,13.6503,13650.3
Industrial Waste,kg,7175.45,10.763175,10763.18
Industrial Waste,kg,5824.88,8.73732,8737.32
Industrial Waste,kg,7980.07,11.970105,11970.1
Industrial Waste,kg,8645.02,12.96753,12967.53
Industrial Waste,kg,4574.31,6.861465,6861.47
Industrial Waste,kg,4756.33,7.134495,7134.49
Industrial Waste,kg,3866.65,5.799975,5799.97
Industrial Waste,kg,9667.39,14.501085,14501.08
Industrial Waste,kg,6974.69,10.462035,10462.03
Industrial Waste,kg,841.4,1.2621,1262.1
Industrial Waste,kg,8630.97,12.946455,12946.45
Industrial Waste,kg,4810.79,7.216185,7216.19
Industrial Waste,kg,696.85,1.045275,1045.27
Industrial Waste,kg,5501.68,8.25252,8252.52
Industrial Waste,kg,4177.47,6.266205,6266.2
Industrial Waste,kg,8778.72,13.16808,13168.08
Industrial Waste,kg,2047.91,3.071865,3071.87
Industrial Waste,kg,8266.38,12.39957,12399.57
Industrial Waste,kg,5581.31,8.371965,8371.97
Industrial Waste,kg,555.56,0.83334,833.34
Industrial Waste,kg,9718.73,14.578095,14578.09
Industrial Waste,kg,5131.03,7.696545,7696.54
Industrial Waste,kg,2915.86,4.37379,4373.79
Industrial Waste,kg,4699.37,7.049055,7049.06
Industrial Waste,kg,8580.0,12.87,12870.0
Industrial Waste,kg,3055.98,4.58397,4583.97
Industrial Waste,kg,1934.84,2.90226,2902.26
Industrial Waste,kg,1299.42,1.94913,1949.13
Industrial Waste,kg,2985.62,4.47843,4478.43
Industrial Waste,kg,7802.68,11.70402,11704.02
Industrial Waste,kg,4721.55,7.082325,7082.32
Industrial Waste,kg,2282.54,3.42381,3423.81
Industrial Waste,kg,1670.19,2.505285,2505.29
Industrial Waste,kg,3333.97,5.000955,5000.95
Industrial Waste,kg,9399.84,14.09976,14099.76
Industrial Waste,kg,3436.84,5.15526,5155.26
Industrial Waste,kg,9881.36,14.82204,14822.04
Industrial Waste,kg,4857.45,7.286175,7286.18
Industrial Waste,kg,1799.85,2.699775,2699.77
Industrial Waste,kg,8912.49,13.368735,13368.73
Industrial Waste,kg,4608.95,6.913425,6913.43
Industrial Waste,kg,7099.62,10.64943,10649.43
Industrial Waste,kg,9837.28,14.75592,14755.92
Industrial Waste,kg,511.25,0.766875,766.88
Industrial Waste,kg,975.98,1.46397,1463.97
Industrial Waste,kg,7207.36,10.81104,10811.04
Industrial Waste,kg,2825.43,4.238145,4238.15
Industrial Waste,kg,1851.17,2.776755,2776.76
Industrial Waste,kg,403.23,0.604845,604.85
Industrial Waste,kg,228.25,0.342375,342.38
Industrial Waste,kg,7747.11,11.620665,11620.66
Industrial Waste,kg,1352.99,2.029485,2029.49
Industrial Waste,kg,4682.53,7.023795,7023.8
Industrial Waste,kg,6062.91,9.094365,9094.36
Industrial Waste,kg,4289.23,6.433845,6433.85
Industrial Waste,kg,280.8,0.4212,421.2
Industrial Waste,kg,7837.18,11.75577,11755.77
Industrial Waste,kg,115.03,0.172545,172.55
Industrial Waste,kg,7621.28,11.43192,11431.92
Industrial Waste,kg,8934.11,13.401165,13401.17
Industrial Waste,kg,4334.07,6.501105,6501.1
